tribunal,codigo_orgao,municipio,uf,nome_orgao,grau,cp_apr_2024,cp_apr_2025,%cp,sus_apr_2024,sus_apr_2025,%sus,cn_12_meses,tbaix_12_meses,desp_12_meses,decinc_12_meses,sentcm_12_meses,sentsm_12_meses,procsm100_apr_2025,conc100_apr_2025,tpsent_12_meses,tpcpl_apr_2025,tc_apr_2025,iad_12_meses
TJSP,70914,SAO PAULO,SP,4ª CÂMARA DE DIREITO PÚBLICO,G2,6.061,5.773,-4.8,2.221,1.353,-39.1,6.238,6.492,7.789,6.572,1.974,581.0,894.0,391.0,7.0,27.0,40.0,104.0
TJSP,9450,CAMPINAS,SP,04 CUMULATIVA DE VILA MIMOSA,"G1, JE",10.253,11.818,15.3,2.125,2.326,9.5,3.521,2.988,2.262,18.446,1.909,678.0,1.563,39.0,17.0,27.0,76.0,85.0
TJSP,59196,ILHA SOLTEIRA,SP,02 CUMULATIVA DE ILHA SOLTEIRA,"G1, JE",3.35,3.309,-1.2,405.0,639.0,57.8,1.427,1.441,195.0,8.32,931.0,392.0,673.0,4.0,12.0,27.0,65.0,101.0
TJSP,11690,SAO PAULO,SP,05 CIVEL DE TATUAPE,"G1, JE",12.369,13.033,5.4,6.382,7.121,11.6,4.099,3.372,165.0,20.0,2.246,892.0,642.0,271.0,17.0,27.0,63.0,82.0
TJSP,9989,OSASCO,SP,01 FAMILIA SUCESSOES DE OSASCO,G1,5.971,6.223,4.2,607.0,682.0,12.4,3.002,2.801,348.0,15.566,1.929,695.0,1.036,9.0,20.0,27.0,66.0,93.0
TJSP,10748,TREMEMBE,SP,02 CUMULATIVA DE TREMEMBE,"G1, JE",2.397,2.614,9.1,405.0,460.0,13.6,1.339,1.14,6.634,2.858,698.0,183.0,450.0,15.0,14.0,27.0,65.0,85.0
TJSP,9313,ARARAQUARA,SP,02 CRIMINAL DE ARARAQUARA,"G1, JE",1.944,1.954,0.5,731.0,959.0,31.2,738.0,740.0,2.074,1.788,506.0,2.0,261.0,5.0,23.0,27.0,57.0,100.0
TJSP,11362,SAO PAULO,SP,06 FAMILIA SUCESSOES DE SANTO AMARO,G1,6.178,6.351,2.8,1.324,1.411,6.6,2.878,2.668,6.017,12.088,1.954,560.0,712.0,20.0,18.0,27.0,65.0,93.0
TJSP,9970,OLIMPIA,SP,03 CIVEL DE OLIMPIA,"G1, JE",4.089,4.531,10.8,776.0,984.0,26.8,2.101,1.72,1.676,6.372,1.297,319.0,576.0,6.0,15.0,27.0,67.0,82.0
TJSP,14326,SAO PAULO,SP,VARA DA REGIAO SUL 1 DE VIOL. DOMEST. E FAM. CONTRA A MULHER DE VILA PRUDENTE,"G1, JE",7.961,6.078,-23.7,2.454,2.777,13.2,2.448,5.218,1.607,10.66,1.323,3.017,637.0,2.0,29.0,27.0,39.0,213.0
TJSP,72308,MAUA,SP,JURI/EXEC./INF.JUV. DE MAUA - INATIVO,"G1, JE",5.836,5.259,-9.9,488.0,146.0,-70.1,4.244,4.821,3.634,6.657,3.023,163.0,2.522,92.0,16.0,27.0,51.0,114.0
TJSP,9390,BAURU,SP,04 CRIMINAL DE BAURU,"G1, JE",1.58,1.58,0.0,355.0,334.0,-5.9,752.0,758.0,6.714,2.521,580.0,16.0,439.0,9.0,23.0,27.0,62.0,101.0
TJSP,9834,LEME,SP,01 CIVEL DE LEME,"G1, JE",2.812,3.223,14.6,953.0,1.06,11.2,2.026,1.591,907.0,8.288,1.25,355.0,533.0,5.0,12.0,27.0,57.0,79.0
TJSP,59804,PIRACICABA,SP,02 TURMA CIVEL DO COLEGIO RECURSAL DA 34 C.J. - PIRACICABA DE PIRACICABA,TR,531.0,354.0,-33.3,385.0,46.0,-88.1,0.0,183.0,145.0,196.0,0.0,0.0,2.0,0.0,79.0,27.0,2.0,
TJSP,18082,ITUPEVA,SP,VARA UNICA DA COMARCA DE ITUPEVA,"G1, JE",10.197,11.929,17.0,1.532,1.968,28.5,4.087,2.448,2.409,9.536,1.402,794.0,2.299,312.0,22.0,27.0,80.0,60.0
TJSP,17962,CACHOEIRA PAULISTA,SP,02 CUMULATIVA DE CACHOEIRA PAULISTA,"G1, JE",4.336,3.766,-13.1,798.0,681.0,-14.7,1.266,1.758,42.0,8.266,962.0,736.0,559.0,5.0,29.0,27.0,64.0,139.0
TJSP,9314,ARARAQUARA,SP,03 CRIMINAL DE ARARAQUARA,"G1, JE",1.427,1.676,17.4,553.0,885.0,60.0,792.0,559.0,1.024,2.015,363.0,0.0,229.0,9.0,20.0,27.0,59.0,71.0
TJSP,16394,SAO PAULO,SP,44 CIVEL DE CENTRAL,"G1, JE",12.057,13.111,8.7,4.64,5.141,10.8,5.271,3.843,5.871,29.272,3.158,611.0,1.274,121.0,12.0,27.0,67.0,73.0
TJSP,10022,PATROCINIO PAULISTA,SP,VARA UNICA DE PATROCINIO PAULISTA,"G1, JE",5.036,5.306,5.4,2.749,2.84,3.3,1.908,1.672,4.535,9.67,1.252,401.0,654.0,15.0,21.0,27.0,59.0,88.0
TJSP,10133,PRESIDENTE PRUDENTE,SP,02 FAMILIA SUCESSOES DE PRESIDENTE PRUDENTE,G1,4.462,5.503,23.3,1.135,1.637,44.2,2.504,1.443,12.71,4.895,1.611,246.0,513.0,8.0,9.0,27.0,73.0,58.0
TJSP,10347,SAO JOSE DO RIO PRETO,SP,03 CRIMINAL DE SAO JOSE DO RIO PRETO,"G1, JE",1.802,1.71,-5.1,530.0,516.0,-2.6,920.0,1.068,4.06,2.578,895.0,15.0,326.0,16.0,16.0,27.0,53.0,116.0
TJSP,9664,GUARULHOS,SP,10 CIVEL DE GUARULHOS,"G1, JE",14.187,15.352,8.2,6.221,7.048,13.3,5.014,3.795,20.493,12.127,2.352,1.054,614.0,58.0,14.0,27.0,68.0,76.0
TJSP,9809,JOSE BONIFACIO,SP,02 CUMULATIVA DE JOSE BONIFACIO,"G1, JE",4.209,4.078,-3.1,846.0,991.0,17.1,2.459,2.714,4.05,6.402,1.563,535.0,601.0,12.0,12.0,27.0,53.0,110.0
TJSP,9392,BAURU,SP,01 CIVEL DE BAURU,"G1, JE",7.822,8.25,5.5,2.528,2.949,16.7,3.157,2.777,9.867,6.245,1.663,635.0,769.0,25.0,15.0,27.0,65.0,88.0
TJSP,10404,SAO PAULO,SP,04 CIVEL DE SANTO AMARO,"G1, JE",23.728,23.601,-0.5,14.997,15.784,5.2,6.709,6.874,5.592,33.897,4.425,1.613,1.627,54.0,11.0,27.0,52.0,102.0
TJSP,9449,CAMPINAS,SP,03 CUMULATIVA DE VILA MIMOSA,"G1, JE",8.067,9.429,16.9,2.068,2.468,19.3,3.626,3.095,10.521,10.8,2.073,567.0,1.559,151.0,12.0,27.0,69.0,85.0
TJSP,10107,POTIRENDABA,SP,VARA UNICA DE POTIRENDABA,"G1, JE",6.696,6.151,-8.1,4.391,2.767,-37.0,1.976,2.554,5.919,3.642,1.925,373.0,473.0,4.0,29.0,27.0,43.0,129.0
TJSP,9410,BOITUVA,SP,02 CUMULATIVA DE BOITUVA,"G1, JE",8.261,8.693,5.2,2.267,2.222,-2.0,3.271,2.703,5.065,10.877,1.881,466.0,1.419,307.0,17.0,27.0,70.0,83.0
TJSP,10518,SAO PAULO,SP,11 CRIMINAL DE CENTRAL,"G1, JE",2.875,2.452,-14.7,974.0,1.238,27.1,876.0,1.21,9.873,3.406,1.126,3.0,126.0,12.0,34.0,27.0,50.0,138.0
TJSP,9372,BARUERI,SP,02 CRIMINAL DE BARUERI,"G1, JE",2.591,2.79,7.7,592.0,524.0,-11.5,1.363,1.301,863.0,5.14,768.0,129.0,765.0,25.0,24.0,27.0,64.0,95.0
TJSP,85497,PENAPOLIS,SP,CEJUSC - PRÉ-PROCESSUAL,G1,1.0,1.0,0.0,0.0,0.0,,16.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,,27.0,6.0,100.0
TJSP,9427,BRAGANCA PAULISTA,SP,JURI/EXEC./INF.JUV. DE BRAGANCA PAULISTA,"G1, JE",2.871,2.907,1.3,639.0,660.0,3.3,1.431,1.7,5.107,1.792,797.0,405.0,824.0,54.0,20.0,27.0,57.0,119.0
TJSP,10729,TAUBATE,SP,02 CIVEL DE TAUBATE,"G1, JE",7.64,8.067,5.6,3.143,3.309,5.3,2.977,2.45,9.687,7.96,1.618,651.0,756.0,53.0,16.0,27.0,66.0,82.0
TJSP,59780,ITAPECERICA DA SERRA,SP,01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 52 C.J. - ITAPECERICA DA SERRA DE ITAPECERICA DA SERRA,TR,90.0,19.0,-78.9,9.0,2.0,-77.8,2.0,84.0,65.0,24.0,1.0,0.0,5.0,2.0,16.0,27.0,10.0,4.2
TJSP,10685,SOROCABA,SP,03 FAMILIA SUCESSOES DE SOROCABA,G1,6.685,6.585,-1.5,492.0,570.0,15.9,2.644,2.831,9.066,2.332,2.152,579.0,1.112,37.0,20.0,27.0,68.0,107.0
TJSP,10357,SAO JOSE DOS CAMPOS,SP,02 CIVEL DE SAO JOSE DOS CAMPOS,"G1, JE",9.895,10.581,6.9,4.562,4.916,7.8,3.662,2.946,245.0,13.313,2.233,670.0,205.0,253.0,18.0,27.0,66.0,80.0
TJSP,85302,BARUERI,SP,CEJUSC - PRÉ-PROCESSUAL,G1,3.0,2.0,-33.3,0.0,0.0,,144.0,145.0,0.0,0.0,1.0,0.0,1.0,1.0,21.0,27.0,1.0,101.0
TJSP,10139,PRESIDENTE VENCESLAU,SP,03 CUMULATIVA DE PRESIDENTE VENCESLAU,"G1, JE",4.823,3.524,-26.9,1.69,1.885,11.5,1.647,1.882,5.292,3.866,2.35,264.0,326.0,17.0,84.0,27.0,46.0,114.0
TJSP,10201,ROSANA,SP,VARA UNICA DE ROSANA,"G1, JE",8.625,7.898,-8.4,2.459,2.264,-7.9,2.73,3.358,10.52,5.523,1.833,701.0,1.105,359.0,27.0,27.0,63.0,123.0
TJSP,18356,SAO PAULO,SP,03 CIVEL DE BUTANTA,"G1, JE",8.225,8.747,6.3,2.324,2.327,0.1,3.203,2.678,20.0,24.594,1.915,551.0,1.206,11.0,20.0,27.0,71.0,84.0
TJSP,71044,SOROCABA,SP,01 VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO FADI DE SOROCABA,"G1, JE",961.0,790.0,-17.8,80.0,83.0,3.8,19.0,166.0,35.0,60.0,54.0,4.0,607.0,42.0,4.0,27.0,80.0,874.0
TJSP,9380,BAURU,SP,02 CIVEL DE BAURU,"G1, JE",8.987,9.685,7.8,4.189,4.496,7.3,3.34,2.467,8.982,12.043,1.565,515.0,802.0,31.0,16.0,27.0,67.0,74.0
TJSP,16476,FERRAZ DE VASCONCELOS,SP,01 CUMULATIVA DE FERRAZ DE VASCONCELOS,"G1, JE",5.844,5.975,2.2,1.161,1.445,24.5,2.8,2.633,3.316,19.743,1.726,490.0,885.0,12.0,16.0,27.0,63.0,94.0
TJSP,10540,SAO PAULO,SP,02 EXECUCOES CRIMINAIS DE CENTRAL,G1,7.23,7.566,4.6,455.0,441.0,-3.1,1.973,2.296,10.344,2.208,1.487,0.0,3.731,49.0,48.0,27.0,76.0,116.0
TJSP,18381,IBIUNA,SP,SEF DE IBIUNA,G1,23.035,20.538,-10.8,12.94,14.317,10.6,40.0,2.961,1.395,8.356,1.672,1.141,450.0,925.0,62.0,27.0,68.0,7.403
TJSP,10439,SAO PAULO,SP,02 CIVEL DE SAO MIGUEL PAULISTA,"G1, JE",18.011,18.527,2.9,7.87,9.361,18.9,6.537,6.043,3.453,31.546,3.185,1.695,1.204,41.0,15.0,27.0,60.0,92.0
TJSP,10123,PRESIDENTE PRUDENTE,SP,02 CIVEL DE PRESIDENTE PRUDENTE,"G1, JE",9.548,10.133,6.1,3.619,3.368,-6.9,3.111,2.646,14.795,8.585,2.818,549.0,860.0,43.0,22.0,27.0,71.0,85.0
TJSP,10356,SAO JOSE DOS CAMPOS,SP,01 CIVEL DE SAO JOSE DOS CAMPOS,"G1, JE",7.768,8.651,11.4,3.894,3.998,2.7,3.382,2.501,5.348,13.226,1.73,594.0,364.0,28.0,16.0,27.0,65.0,74.0
TJSP,10124,PRESIDENTE PRUDENTE,SP,03 CIVEL DE PRESIDENTE PRUDENTE,"G1, JE",9.515,9.978,4.9,3.419,3.643,6.6,3.718,3.347,19.47,10.03,3.524,419.0,877.0,58.0,16.0,27.0,65.0,90.0
TJSP,10185,RIBEIRAO PRETO,SP,05 CRIMINAL DE RIBEIRAO PRETO,"G1, JE",1.192,1.186,-0.5,182.0,261.0,43.4,520.0,543.0,4.04,2.154,372.0,5.0,153.0,3.0,12.0,27.0,63.0,104.0
TJSP,9823,JUNDIAI,SP,03 CRIMINAL DE JUNDIAI,"G1, JE",1.748,1.946,11.3,651.0,889.0,36.6,1.079,940.0,3.662,1.754,611.0,0.0,365.0,52.0,12.0,27.0,53.0,87.0
TJSP,10359,SAO JOSE DOS CAMPOS,SP,04 CIVEL DE SAO JOSE DOS CAMPOS,"G1, JE",8.611,9.113,5.8,3.568,3.787,6.1,3.532,2.938,12.584,14.25,1.977,691.0,383.0,5.0,17.0,27.0,63.0,83.0
TJSP,10470,SAO PAULO,SP,2 VARA DA FAMILIA E SUCESSOES DO FORO REG. TATUAPE,G1,4.127,4.28,3.7,1.592,1.739,9.2,2.319,2.216,9.136,8.727,1.715,421.0,628.0,3.0,11.0,27.0,53.0,96.0
TJSP,10318,SAO CARLOS,SP,02 CIVEL DE SAO CARLOS,"G1, JE",5.035,5.123,1.7,2.194,2.429,10.7,2.383,2.236,2.09,15.007,1.843,587.0,444.0,21.0,17.0,27.0,54.0,94.0
TJSP,9735,ITAPEVA,SP,03 CUMULATIVA DE ITAPEVA,"G1, JE",5.126,5.147,0.4,1.437,1.754,22.1,2.946,2.729,3.573,10.86,1.755,518.0,742.0,7.0,18.0,27.0,55.0,93.0
TJSP,10321,SAO CARLOS,SP,05 CIVEL DE SAO CARLOS,"G1, JE",5.306,5.675,7.0,2.002,2.15,7.4,2.432,1.974,881.0,11.552,1.417,374.0,330.0,6.0,14.0,27.0,63.0,81.0
TJSP,13084,MONTE ALTO,SP,03 CUMULATIVA DE MONTE ALTO,"G1, JE",4.073,4.253,4.4,1.465,1.477,0.8,1.778,1.72,3.675,4.597,1.339,243.0,629.0,59.0,35.0,27.0,61.0,97.0
TJSP,10722,TATUI,SP,01 CRIMINAL DE TATUI,"G1, JE",1.439,1.442,0.2,499.0,433.0,-13.2,597.0,587.0,3.206,1.449,436.0,162.0,313.0,7.0,24.0,27.0,63.0,98.0
TJSP,10192,RIO CLARO,SP,02 CIVEL DE RIO CLARO,"G1, JE",7.007,7.536,7.5,2.417,2.51,3.8,2.645,2.019,313.0,7.65,1.326,544.0,644.0,25.0,22.0,27.0,71.0,76.0
TJSP,9295,ARACATUBA,SP,04 CIVEL DE ARACATUBA,"G1, JE",8.607,8.969,4.2,2.818,3.309,17.4,3.64,3.103,21.827,5.585,2.09,478.0,1.022,48.0,14.0,27.0,64.0,85.0
TJSP,71013,SAO PAULO,SP,VARA JUIZADO ESPECIAL DE DEFESA DO TORCEDOR DE CENTRAL,G1,90.0,96.0,6.7,19.0,19.0,0.0,39.0,42.0,9.0,260.0,82.0,0.0,26.0,0.0,14.0,27.0,64.0,108.0
TJSP,11370,SAO PAULO,SP,01 VARA JUIZADO ESPECIAL CIVEL DE LAPA,"G1, JE",10.043,8.805,-12.3,874.0,856.0,-2.1,12.69,14.32,28.682,16.64,8.033,4.822,1.923,30.0,5.0,27.0,36.0,113.0
TJSP,59773,ITU,SP,01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 20 C.J. - ITU DE ITU,TR,82.0,9.0,-89.0,31.0,3.0,-90.3,0.0,72.0,74.0,9.0,10.0,0.0,3.0,2.0,36.0,26.0,6.0,
TJSP,59200,RIO CLARO,SP,02 FAMILIA SUCESSOES DE RIO CLARO,"G1, JE",3.756,4.622,23.1,234.0,248.0,6.0,1.669,849.0,2.441,3.935,1.405,299.0,1.341,7.0,20.0,26.0,84.0,51.0
TJSP,70909,SAO PAULO,SP,TURMA ESPECIAL - DIREITO PRIVADO 3,G2,40.0,36.0,-10.0,0.0,0.0,,38.0,43.0,47.0,10.0,2.0,3.0,10.0,8.0,3.0,26.0,46.0,113.0
TJSP,9849,LINS,SP,VARA JUIZADO ESPECIAL CIVEL DE LINS,"G1, JE",10.062,12.241,21.7,3.769,3.953,4.9,3.608,2.738,1.617,8.264,2.249,539.0,2.078,551.0,14.0,26.0,75.0,76.0
TJSP,10292,SAO BERNARDO DO CAMPO,SP,09 CIVEL DE SAO BERNARDO DO CAMPO,"G1, JE",10.399,11.339,9.0,5.081,5.549,9.2,3.914,3.001,10.029,6.125,2.245,491.0,793.0,56.0,16.0,26.0,65.0,77.0
TJSP,9474,CAMPINAS,SP,02 FAMILIA SUCESSOES DE CAMPINAS,G1,5.164,5.092,-1.4,1.469,1.617,10.1,2.254,2.204,7.703,4.858,1.699,340.0,412.0,20.0,16.0,26.0,61.0,98.0
TJSP,10163,RIBEIRAO PIRES,SP,01 CUMULATIVA DE RIBEIRAO PIRES,"G1, JE",4.047,4.593,13.5,1.099,1.085,-1.3,2.095,1.577,5.214,5.03,1.067,356.0,736.0,23.0,15.0,26.0,69.0,75.0
TJSP,9964,NOVO HORIZONTE,SP,02 CUMULATIVA DE NOVO HORIZONTE,"G1, JE",4.622,4.356,-5.8,1.888,1.622,-14.1,1.843,2.074,4.038,5.779,1.436,567.0,430.0,32.0,33.0,26.0,56.0,113.0
TJSP,76479,JARDINOPOLIS,SP,SETOR DAS EXECUCOES FISCAIS DE JARDINOPOLIS,G1,13.282,12.408,-6.6,4.407,4.262,-3.3,56.0,6.163,745.0,1.823,1.841,84.0,7.895,0.0,96.0,26.0,57.0,11.005
TJSP,18312,ARACATUBA,SP,DEPARTAMENTO DE EXECUÇÕES CRIMINAIS - 2 RAJ DE ARACATUBA,G1,40.643,50.19,23.5,447.0,755.0,68.9,7.058,4.456,4.99,56.936,1.686,10.0,30.955,23.0,81.0,26.0,92.0,63.0
TJSP,18311,SAO JOSE DO RIO PRETO,SP,DEPARTAMENTO DE EXECUÇÕES CRIMINAIS - 8 RAJ DE SAO JOSE DO RIO PRETO - INATIVA,G1,17.975,20.44,13.7,694.0,895.0,29.0,6.02,1.863,10.656,25.638,322.0,0.0,10.858,62.0,30.0,26.0,91.0,31.0
TJSP,76858,SAO PAULO,SP,POSTO CEJUSC - CENTRAL - PREFEITURA MUNICIPAL DE SP,G1,14.0,20.0,42.9,0.0,0.0,,157.0,158.0,39.0,0.0,1.0,0.0,14.0,0.0,6.0,26.0,11.0,101.0
TJSP,10225,SANTA FE DO SUL,SP,03 CUMULATIVA DE SANTA FE DO SUL,"G1, JE",5.283,5.182,-1.9,973.0,993.0,2.1,2.762,3.004,9.101,5.798,2.281,485.0,1.088,77.0,24.0,26.0,58.0,109.0
TJSP,9844,LIMEIRA,SP,04 CIVEL DE LIMEIRA,"G1, JE",7.051,7.18,1.8,2.036,2.305,13.2,3.297,2.901,14.599,12.827,1.481,495.0,775.0,8.0,15.0,26.0,62.0,88.0
TJSP,9567,DIADEMA,SP,02 FAMILIA SUCESSOES DE DIADEMA,"G1, JE",5.291,5.169,-2.3,1.026,1.283,25.0,2.859,2.904,10.512,5.501,2.226,726.0,866.0,6.0,16.0,26.0,57.0,102.0
TJSP,9285,ANGATUBA,SP,VARA UNICA DE ANGATUBA,"G1, JE",5.515,5.738,4.0,1.2,1.36,13.3,3.442,3.242,15.563,8.962,2.23,338.0,811.0,6.0,16.0,26.0,57.0,94.0
TJSP,10683,SOROCABA,SP,01 FAMILIA SUCESSOES DE SOROCABA,"G1, JE",6.728,6.743,0.2,592.0,676.0,14.2,2.664,2.711,6.168,6.411,1.82,748.0,914.0,74.0,20.0,26.0,69.0,102.0
TJSP,9789,PARIQUERA-ACU,SP,VARA UNICA DE PARIQUERA ACU,"G1, JE",3.479,3.687,6.0,1.179,1.311,11.2,1.431,1.273,2.713,3.911,955.0,198.0,586.0,20.0,21.0,26.0,65.0,89.0
TJSP,9877,MARILIA,SP,02 CRIMINAL DE MARILIA,"G1, JE",2.055,2.199,7.0,504.0,547.0,8.5,1.302,1.248,4.488,2.797,751.0,22.0,259.0,96.0,15.0,26.0,57.0,96.0
TJSP,76810,ARARAS,SP,POSTO CEJUSC DE ARARAS - UNAR,G1,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26.0,100.0,
TJSP,10692,SUMARE,SP,03 CIVEL DE SUMARE,"G1, JE",9.264,9.28,0.2,2.379,2.405,1.1,3.455,3.308,2.726,16.677,1.952,734.0,740.0,38.0,30.0,26.0,67.0,96.0
TJSP,9808,JOSE BONIFACIO,SP,01 CUMULATIVA DE JOSE BONIFACIO,"G1, JE",5.361,5.822,8.6,1.338,1.539,15.0,2.633,2.32,3.062,4.843,1.665,573.0,830.0,15.0,15.0,26.0,65.0,88.0
TJSP,9955,NHANDEARA,SP,VARA UNICA DE NHANDEARA,"G1, JE",6.393,5.815,-9.0,1.961,1.681,-14.3,3.47,4.164,3.724,12.347,1.98,1.41,813.0,11.0,24.0,26.0,50.0,120.0
TJSP,71065,SAO PAULO,SP,5º GRUPO DE CÂMARAS DE DIREITO PRIVADO,G2,125.0,117.0,-6.4,2.0,3.0,50.0,71.0,81.0,67.0,370.0,9.0,16.0,24.0,4.0,9.0,26.0,58.0,114.0
TJSP,9667,GUARULHOS,SP,02 CRIMINAL DE GUARULHOS,"G1, JE",1.092,1.097,0.5,531.0,539.0,1.5,447.0,702.0,4.106,1.084,365.0,5.0,114.0,3.0,24.0,26.0,43.0,157.0
TJSP,10069,PIRACICABA,SP,01 FAMILIA SUCESSOES DE PIRACICABA,G1,3.698,3.883,5.0,664.0,721.0,8.6,1.921,1.778,7.902,5.918,1.328,413.0,403.0,4.0,16.0,26.0,64.0,93.0
TJSP,9421,BRAGANCA PAULISTA,SP,01 CIVEL DE BRAGANCA PAULISTA,"G1, JE",7.544,8.22,9.0,2.354,2.6,10.5,3.3,2.681,9.088,7.764,1.668,569.0,680.0,259.0,17.0,26.0,67.0,81.0
TJSP,9416,BOTUCATU,SP,02 CIVEL DE BOTUCATU,"G1, JE",8.672,9.573,10.4,2.15,2.348,9.2,3.994,3.09,4.253,19.131,2.29,625.0,1.1,106.0,17.0,26.0,70.0,77.0
TJSP,10699,SUZANO,SP,02 CIVEL DE SUZANO,"G1, JE",6.919,7.271,5.1,906.0,1.058,16.8,2.776,2.438,1.475,12.058,1.5,584.0,909.0,18.0,18.0,26.0,72.0,88.0
TJSP,10358,SAO JOSE DOS CAMPOS,SP,03 CIVEL DE SAO JOSE DOS CAMPOS,"G1, JE",7.583,7.594,0.1,3.174,3.347,5.5,3.747,3.706,18.844,9.355,2.331,1.092,213.0,8.0,20.0,26.0,53.0,99.0
TJSP,9657,GUARULHOS,SP,03 CIVEL DE GUARULHOS,"G1, JE",12.033,13.074,8.7,5.201,5.903,13.5,4.647,3.644,13.897,9.821,3.127,863.0,562.0,29.0,17.0,26.0,66.0,78.0
TJSP,10388,SAO PAULO,SP,07 CIVEL DE SANTANA,"G1, JE",12.918,14.052,8.8,6.92,7.673,10.9,4.6,3.441,12.896,12.223,2.16,1.065,1.368,51.0,12.0,26.0,65.0,75.0
TJSP,10479,SAO PAULO,SP,02 FAMILIA SUCESSOES DE VILA PRUDENTE,G1,7.376,7.673,4.0,2.198,2.408,9.6,3.162,2.886,360.0,16.638,2.18,696.0,591.0,26.0,18.0,26.0,65.0,91.0
TJSP,9896,MAUA,SP,02 CRIMINAL DE MAUA,"G1, JE",1.38,1.344,-2.6,567.0,598.0,5.5,972.0,1.135,3.096,2.26,552.0,0.0,263.0,3.0,10.0,26.0,40.0,117.0
TJSP,10662,SERTAOZINHO,SP,03 CIVEL DE SERTAOZINHO,"G1, JE",8.04,8.774,9.1,3.893,4.396,12.9,4.119,3.465,10.164,15.335,2.546,644.0,1.103,32.0,10.0,26.0,56.0,84.0
TJSP,17930,LEME,SP,CRIMINAL DE LEME,"G1, JE",5.692,5.103,-10.3,1.23,1.395,13.4,1.95,2.775,4.37,7.515,1.808,227.0,1.139,66.0,22.0,26.0,57.0,142.0
TJSP,9479,CAMPOS DO JORDAO,SP,01 CUMULATIVA DE CAMPOS DO JORDAO,"G1, JE",3.289,3.633,10.5,847.0,1.0,18.1,1.696,1.371,9.691,5.461,1.09,299.0,799.0,6.0,18.0,26.0,66.0,81.0
TJSP,10459,SAO PAULO,SP,03 CIVEL DE ITAQUERA,"G1, JE",21.817,22.591,3.5,9.544,10.365,8.6,6.773,5.993,967.0,35.283,3.765,1.942,1.917,46.0,12.0,26.0,67.0,88.0
TJSP,10419,SAO PAULO,SP,02 CIVEL DE JABAQUARA,"G1, JE",19.921,18.893,-5.2,6.595,7.924,20.2,6.93,8.129,9.614,21.777,3.846,1.571,1.87,183.0,11.0,26.0,57.0,117.0
TJSP,84628,SAO JOSE DO RIO PRETO,SP,SETOR DAS EXECUÇÕES FISCAIS DE SÃO JOSÉ DO RIO PRETO,G1,208.48,92.82,-55.5,5.188,3.955,-23.8,16.554,131.833,618.0,19.351,11.242,122.93,47.098,14.0,89.0,26.0,40.0,796.0
TJSP,71086,SAO PAULO,SP,6º GRUPO DE CÂMARAS DE DIREITO PÚBLICO,G2,71.0,58.0,-18.3,3.0,2.0,-33.3,26.0,38.0,38.0,158.0,4.0,8.0,15.0,1.0,6.0,26.0,60.0,146.0
TJSP,9835,LEME,SP,02 CIVEL DE LEME,"G1, JE",3.259,3.588,10.1,1.174,1.33,13.3,2.105,1.879,382.0,11.015,1.242,238.0,592.0,31.0,14.0,26.0,54.0,89.0
TJSP,9764,ITU,SP,03 CIVEL DE ITU,"G1, JE",6.758,7.543,11.6,2.384,2.719,14.1,2.87,2.105,5.265,12.743,1.679,392.0,413.0,38.0,17.0,26.0,69.0,73.0
TJSP,10438,SAO PAULO,SP,01 CIVEL DE SAO MIGUEL PAULISTA,"G1, JE",16.436,17.19,4.6,6.889,7.871,14.3,6.033,5.367,2.272,25.026,2.57,1.787,1.471,58.0,12.0,26.0,63.0,89.0
TJSP,9382,BAURU,SP,04 CIVEL DE BAURU,"G1, JE",6.808,7.489,10.0,4.367,4.591,5.1,3.172,2.477,5.118,12.698,1.946,663.0,690.0,5.0,9.0,26.0,54.0,78.0
TJSP,10036,PENAPOLIS,SP,04 CUMULATIVA DE PENAPOLIS,"G1, JE",7.476,6.938,-7.2,1.321,1.474,11.6,3.063,3.673,2.374,12.003,1.811,829.0,789.0,27.0,14.0,26.0,59.0,120.0
TJSP,10393,SAO PAULO,SP,03 FAMILIA SUCESSOES DE SANTANA,G1,6.156,6.639,7.8,1.334,1.556,16.6,3.068,2.556,11.024,12.742,1.905,637.0,980.0,18.0,15.0,26.0,66.0,83.0
TJSP,85447,JAGUARIUNA,SP,CEJUSC - PRÉ-PROCESSUAL,G1,10.0,19.0,90.0,0.0,0.0,,55.0,47.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,26.0,29.0,85.0
TJSP,74734,RIBEIRAO PRETO,SP,VARA PLANTÃO DA 41ª C J - RIBEIRÃO PRETO,"G1, JE",376.0,642.0,70.7,35.0,302.0,762.9,1.189,5.0,52.0,1.071,0.0,0.0,76.0,1.0,,26.0,98.0,0.0
TJSP,10466,SAO PAULO,SP,02 CIVEL DE TATUAPE,"G1, JE",10.995,12.042,9.5,5.62,6.032,7.3,4.181,3.127,48.0,31.299,2.283,735.0,1.891,55.0,12.0,26.0,66.0,75.0
